0.0,0.9851062204902654
0.5,0.666963058221306
1.0,0.8358480848816647
1.5,0.27878659158502306
2.0,0.2504863852436521
2.5,0.2887765313035745
3.0,0.5700886582406518
3.5,0.5063199038456166
4.0,0.3832242622223453
4.5,0.39357091694973634
5.0,0.8471005508775811
5.5,0.13931254937082094
6.0,0.4408683642708223
6.5,0.6739859506433526
7.0,0.17470209403161996
7.5,0.26923664487598076
8.0,0.4934988753407815
8.5,0.3934474393680716
9.0,0.5052425841491986
9.5,0.14101020584813873
10.0,0.10882023012925812
10.5,0.7268461281961607
11.0,0.9891028287882354
11.5,0.9794207540219411
12.0,0.5280189531623338
12.5,0.7685894345677098
13.0,0.2899583556668639
13.5,0.32447874151840506
14.0,0.31649601029341035
