0.0,0.6193867521575861
0.5,0.21594349096127297
1.0,0.7487079677872062
1.5,0.2127501592533817
2.0,0.37514168416124016
2.5,0.7615256372554046
3.0,0.4212706737614694
3.5,0.9564573904003573
4.0,0.6757569653845134
4.5,0.9265303586206776
5.0,0.48410152133910533
5.5,0.43429051156979326
6.0,0.8582091056710703
6.5,0.07908406491192232
7.0,0.848613125433947
7.5,0.591237791881742
8.0,0.9193983779497696
8.5,0.04518957332437379
9.0,0.7952270060260321
9.5,0.8313054354496093
10.0,0.4005627567942359
10.5,0.31539803755632834
11.0,0.8490200239153266
11.5,0.12840268589187576
12.0,0.7390898187251446
12.5,0.9135978773729223
13.0,0.8947849219639222
13.5,0.5606653758575378
14.0,0.9282590446278051
