0.0,0.2542789237451224
0.5,0.9679455545660682
1.0,0.09096255641745354
1.5,0.046205565740358945
2.0,0.843911120059005
2.5,0.47011983255781586
3.0,0.9384672743996196
3.5,0.9729231466450778
4.0,0.296176051627027
4.5,0.6902776338108635
5.0,0.5077487124702079
5.5,0.18925025513174465
6.0,0.7554099326416889
6.5,0.17065919404100238
7.0,0.12167735729082507
7.5,0.2267550392833071
8.0,0.45259494112231635
8.5,0.5617903974191728
9.0,0.8337875216166053
9.5,0.9166373872009266
10.0,0.8371408583584287
10.5,0.1279910117080565
11.0,0.34914230401167234
11.5,0.521186365519601
12.0,0.49480300887289186
12.5,0.7934064218529028
13.0,0.43908910273616486
13.5,0.696010289323445
14.0,0.616754138613912
